"","epi_ctry","epi_subj","epi_demo_sex","epi_demo_age","epi_demo_edu","epi_demo_edu_8_TEXT","epi_demo_occ","epi_demo_pocc","epi_demo_ethn","epi_demo_chn_howl","epi_demo_vut_whis","epi_demo_whli","epi_demo_howl","epi_demo_thl_ses","epi_demo_rlgn","epi_demo_prel","epi_demo_chur","epi_demo_ubru","epi_demo_ses_num","epi_demo_ses_cat","epi_demo_howr_cat","epi_demo_howr_num","epi_demo_affr_num","epi_demo_tung_num","epi_demo_ytng_num","epi_demo_affr_cat","epi_demo_tung_cat","epi_demo_ytng_cat","epi_version","epi_recr","epi_wher","epi_whoc","epi_inlang","epi_charc"
"942","Vanuatu",50866,"Female",22,"Other","Year 10","Unemployed","Unemployed","Ni-Vanuatu",NA,"Paruma",NA,NA,NA,"Christian",NA,"SDA","Rural",NA,NA,"strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"943","Vanuatu",50869,"Male",25,"Some college",NA,"Accounts clerk","Mom: Secretary, Dad: Promedical Rescue","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"AOG","Urban",-1,"a little poorer","strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","1"
"944","Vanuatu",50870,"Male",22,"Other","USP","Student lo USP","Well employed","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"Catholic","Urban",NA,NA,"strongly agree",2,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"945","Vanuatu",50873,"Male",46,"Other","Year 14 / Lycess","Tija","Nurse / Police","Ni-Vanuatu",NA,"Ifira",NA,NA,NA,"Christian",NA,"Church of Christ","Rural",-1,"a little poorer","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"946","Vanuatu",50874,"Male",30,"Other","Year 9","Hardware","Carpenter / Housegirl","Ni-Vanuatu",NA,"Malekula",NA,NA,NA,"Christian",NA,"Presbyterian","Rural",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"947","Vanuatu",50889,"Female",25,"Other","Year 10","Self-employed","Mom: MOE, Dad: Slipaway","Ni-Vanuatu",NA,"Ifira",NA,NA,NA,"Christian",NA,"AOG","Rural",NA,NA,"agree",1,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","1"
"948","Vanuatu",50890,"Male",25,"Other","Year 10","Self-employed","RSC","Ni-Vanuatu",NA,"Ambryn",NA,NA,NA,"Christian",NA,"PMC - Presbyterian","Urban",NA,NA,"agree",1,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"949","Vanuatu",50893,"Male",30,"Other","Year 10","Self-employed","Mom: Agriculture dept., Dad: VMF","Ni-Vanuatu",NA,"Santo",NA,NA,NA,"Christian",NA,"Presbyterian","Rural",NA,NA,"agree",1,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"950","Vanuatu",50894,"Male",40,"Other","Year 10","Letageron / Hotel","Mom: Sales lady, Dad: Paramedic","Ni-Vanuatu",NA,"Pentecost / Pamraa",NA,NA,NA,"Christian",NA,"Anglican / Apostolic","Urban",NA,NA,"strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","1"
"951","Vanuatu",50897,"Male",28,"Other","Year 9","Self-employed","Fisheries Dept.","Ni-Vanuatu",NA,"Malekula",NA,NA,NA,"Christian",NA,"Catholic","Urban",NA,NA,"strongly agree",2,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"952","Vanuatu",50898,"Male",23,"Other","Year 13","Self-employed","Tija / housekeeper","Ni-Vanuatu",NA,"Ambae",NA,NA,NA,"Christian",NA,"SDA","Rural",NA,NA,"strongly agree",2,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"953","Vanuatu",50901,"Female",39,"Some college",NA,"Tija","Farmers","Ni-Vanuatu",NA,"Ambae",NA,NA,NA,"Christian",NA,"SDA","Rural",-1,"a little poorer","strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"954","Vanuatu",50902,"Female",55,"Other","Class 6","Caregiver","Gardeners","Ni-Vanuatu",NA,"Ambryn",NA,NA,NA,"Christian",NA,"Presbyterian","Urban",NA,NA,"strongly agree",2,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"955","Vanuatu",50905,"Female",49,"Other","Year 14","Librarian","Gardener","Ni-Vanuatu",NA,"Malekula-Atchin",NA,NA,NA,"Christian",NA,"SDA","Rural",-1,"a little poorer","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"956","Vanuatu",50906,"Female",24,"Other","Year 7","Self-employed","Farmers","Ni-Vanuatu",NA,"Malekula",NA,NA,NA,"Christian",NA,"SDA","Rural",NA,NA,"strongly agree",2,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"957","Vanuatu",50909,"Male",62,"Other","Class 6","Private Constructor","Gardener","Ni-Vanuatu",NA,"Epi",NA,NA,NA,"Christian",NA,"Presbyterian","Rural",NA,NA,"strongly agree",2,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"958","Vanuatu",50910,"Female",23,"Other","Year 11","Self-employed","Farmer","Ni-Vanuatu",NA,"Tanna",NA,NA,NA,"Christian",NA,"Presbyterian","Rural",NA,NA,"strongly agree",2,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"959","Vanuatu",50913,"Male",22,"Other","Year 12","Self-employed","Self-employed","Ni-Vanuatu",NA,"Eromango",NA,NA,NA,"Christian",NA,"Presbyterian","Rural",NA,NA,"strongly agree",2,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"960","Vanuatu",50914,"Male",27,"Other","Year 13","Self-employed","Farming","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"Anglican","Urban",NA,NA,"strongly agree",2,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"961","Vanuatu",50917,"Male",38,"Other","Diploma","Tija","Farmer","Ni-Vanuatu",NA,"Malekula",NA,NA,NA,"Christian",NA,"Pentecostal Church","Rural",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","1"
"962","Vanuatu",50918,"Male",21,"Other","Year 11","Self-employed","Farmers","Ni-Vanuatu",NA,"Tanna",NA,NA,NA,"Christian",NA,"Presbyterian","Rural",NA,NA,"strongly agree",2,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"963","Vanuatu",50921,"Male",24,"Other","Year 12","Electrician","Mom: Lands dept., Dad: VMF","Ni-Vanuatu",NA,"Santo",NA,NA,NA,"Christian",NA,"Presbyterian","Urban",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"964","Vanuatu",50922,"Male",34,"Other","Year 10","Gardener / Self-employed","Gardeners","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"Anglican","Rural",NA,NA,"strongly agree",2,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"965","Vanuatu",50925,"Female",20,"Other","Year 11","Self-employed","RSC","Ni-Vanuatu",NA,"Ambryn",NA,NA,NA,"Christian",NA,"Catholic","Rural",NA,NA,"agree",1,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"966","Vanuatu",50926,"Male",38,"Other","Year 11","Correctional Service","Gardener","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"Word Christian Fellowship","Urban",2,"much richer","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","1"
"967","Vanuatu",50929,"Male",21,"Other","Year 13","Self-employed","Politics / Skylanders","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"Anglican","Urban",NA,NA,"disagree",-1,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"968","Vanuatu",50930,"Male",30,"Other","Year 11","Aubomuche (Supermarket)","Farmers","Ni-Vanuatu",NA,"Ambae",NA,NA,NA,"Christian",NA,"Anglican","Rural",2,"much richer","strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"969","Vanuatu",50933,"Female",22,"Other","Year 10","Self-employed","Self-employed","Ni-Vanuatu",NA,"Epi",NA,NA,NA,"Christian",NA,"Presbyterian","Rural",NA,NA,"strongly agree",2,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"970","Vanuatu",50934,"Female",20,"Other","Year 9","Self-employed","Mom: Housewife, Dad: Employed","Ni-Vanuatu",NA,"Malekula",NA,NA,NA,"Christian",NA,"SDA","Urban",NA,NA,"strongly agree",2,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"971","Vanuatu",50843,"Male",52,"Other","Class 8","Gardener","Gardener","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"Anglican","Rural",NA,NA,"strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"972","Vanuatu",50844,"Female",54,"Bachelors degree",NA,"Nurse","Gardener","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"The Entire Message","Rural",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","1"
"973","Vanuatu",50847,"Male",24,"Other","Yr 11","self-employed","Mom: gardener, Dad: deceased","Ni-Vanuatu",NA,"Ambae",NA,NA,NA,"Christian",NA,"Church of Christ","Rural",NA,NA,"strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"974","Vanuatu",50848,"Male",49,"Other","Class 6","Construction","Gardening","Ni-Vanuatu",NA,"Malekula",NA,NA,NA,"Christian",NA,"Catholic","Rural",NA,NA,"strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"975","Vanuatu",50851,"Male",27,"Other","Yr 12","unemployed","employed/rate electrics/santo engineer","Ni-Vanuatu",NA,"Pamma",NA,NA,NA,"Christian",NA,"Presbyterian","Urban",NA,NA,"agree",1,0,0,0,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"976","Vanuatu",50852,"Male",28,"Other","Yr 11","pool attendant","carpenter/builder/housekeeper","Ni-Van",NA,"Ambrym",NA,NA,NA,"Christian",NA,"NTM","Urban",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","1"
"977","Vanuatu",50855,"Female",55,"Other","Class 6","house wife","deceased","Ni-Vanuatu",NA,"Ambrym",NA,NA,NA,"Christian",NA,"SDA","Rural",NA,NA,"strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"978","Vanuatu",50856,"Male",25,"Other","Yr 10","self employed (kava)","Gardener","Ni-Vanuatu",NA,"Malekula",NA,NA,NA,"Christian",NA,"Presbyterian","Rural",NA,NA,"agree",1,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"979","Vanuatu",50859,"Female",43,"Other","Class 6","Self employed","gardener","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"Anglican","Rural",NA,NA,"strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"980","Vanuatu",50860,"Female",24,"Other","Yr 10","unemployed","Gardener","Ni-Vanuatu",NA,"Pauma",NA,NA,NA,"Christian",NA,"Presbyterian","Rural",NA,NA,NA,NA,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"981","Vanuatu",50863,"Female",30,"Other","Yr 7","unemployed","gardener/unemployed","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"Words Christian fellowship","Rural",NA,NA,"agree",1,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","1"
"982","Vanuatu",50864,"Male",51,"Other","Yr 8","self employed","deceased","Ni-Vanuatu",NA,"Pele",NA,NA,NA,"Christian",NA,"Presbyterian","Urban",NA,NA,"strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"983","Vanuatu",50867,"Male",51,"Other","Class 6","Road constructor","Carpenter/Housekeeper","Ni-Vanuatu",NA,"Malekula",NA,NA,NA,"Christian",NA,"Catholic","Rural",-2,"much poorer","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"984","Vanuatu",50868,"Male",40,"Other","Yr 10","Police officer","Priest / housewife","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"Anglican","Urban",-2,"much poorer","agree",1,0,0,0,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"985","Vanuatu",50871,"Male",35,"Other","Yr 12 VIT","Ministry of Health/MalaRia project","presser/housekeeper","Ni-Vanuatu",NA,"Pamma",NA,NA,NA,"Christian",NA,"Presbyterian","Rural",0,"about the same","strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"986","Vanuatu",50872,"Male",49,"Other","Yr 7","Gardener/village","Gardener","Ni-Vanuatu",NA,"Santo",NA,NA,NA,"Christian",NA,"SDA","Rural",NA,NA,"strongly agree",2,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"987","Vanuatu",50875,"Male",42,"Other","Class 6","Difieel?","Gardener","Ni-Vanuatu",NA,"Malekula",NA,NA,NA,"Christian",NA,"Presbyterian","Rural",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"988","Vanuatu",50888,"Male",21,"Other","Yr 10","Community Service","Mom: tourism, Dad: Chef","Ni-Vanuatu",NA,"Efate",NA,NA,NA,"Christian",NA,"AoG","Rural",NA,NA,"strongly agree",2,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","1"
"989","Vanuatu",50891,"Male",20,"Other","Yr 10","self employed","Mom: civil status, Dad: VFSC","Ni-Vanuatu",NA,"Makira",NA,NA,NA,"Christian",NA,"Pentecostal church","Urban",NA,NA,"agree",1,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","1"
"990","Vanuatu",50892,"Male",35,"Other","Yr 13","Hospital / Dr.","Company Consultant","Ni-Vanuatu",NA,"Santo",NA,NA,NA,"Christian",NA,"Presbyterian","Urban",2,"much richer","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"991","Vanuatu",50895,"Female",33,"Other","Yr 14","Tija","Mom: housewife, Dad: Tija","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"Evangelic church","Rural",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"992","Vanuatu",50896,"Female",23,"Other","Yr 10","self employed","Mom: housewife, Dad: forestry","Ni-Vanuatu",NA,"Santo",NA,NA,NA,"Christian",NA,"Presbyterian","Rural",NA,NA,"strongly agree",2,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"993","Vanuatu",50899,"Male",21,"Other","Yr 13","self-employed","Mom: Taylor, Dad: IT","Ni-Vanuatu",NA,"Tongoa",NA,NA,NA,"Christian",NA,"Malasitabu Presbyterian","Urban",NA,NA,"strongly agree",2,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"994","Vanuatu",50900,"Male",21,"Other","Yr 12","shop keeper","Mom: Tija, Dad: save the children","Ni-Vanuatu",NA,"Ambrym/Malo",NA,NA,NA,"Christian",NA,"SDA","Rural",0,"about the same","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"995","Vanuatu",50903,"Male",30,"Other","Yr 12","Gardener","self employed","Ni-Vanuatu",NA,"Nguna",NA,NA,NA,"Christian",NA,"Presbyterian","Rural",NA,NA,"agree",1,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"996","Vanuatu",50904,"Female",20,"Other","Yr 11","Self-employed","Self-employed","Ni-Vanuatu",NA,"Santo",NA,NA,NA,"Christian",NA,"Catholic","Rural",NA,NA,"agree",1,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"997","Vanuatu",50907,"Male",29,"Other","Gardener","Gardener","Mom: house wife, Dad: driver","Ni-Vanuatu",NA,"Tanna",NA,NA,NA,"Christian",NA,"NTM","Urban",NA,NA,"agree",1,0,0,0,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","1"
"998","Vanuatu",50908,"Male",35,"Other","Yr 10","construction","self-employment","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"Apostolic","Urban",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","1"
"999","Vanuatu",50911,"Female",23,"Other","Yr 10","self-employed","tourism - market","Ni-Vanuatu",NA,"Ifira",NA,NA,NA,"Christian",NA,"Presbyterian","Rural",NA,NA,"agree",1,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"1000","Vanuatu",50912,"Male",40,"Other","Yr 10","driver","Gardener","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"Catholic","Urban",0,"about the same","strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"1001","Vanuatu",50915,"Male",20,"Other","Yr 11","Self-employed","Dad: deceased","Ni-Vanuatu",NA,"Pamma",NA,NA,NA,"Christian",NA,"Momon church","Urban",NA,NA,"strongly agree",2,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","1"
"1002","Vanuatu",50916,"Male",20,"Other","Yr 10","Supermarket","Farmer","Ni-Vanuatu",NA,"Tongoa",NA,NA,NA,"Christian",NA,"Presbyterian","Rural",0,"about the same","agree",1,0,0,0,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"1003","Vanuatu",50919,"Male",25,"Other","Yr 10","Dad: Self employed","Gardener","Ni-Vanuatu",NA,"Eromango",NA,NA,NA,"Christian",NA,"Presbyterian","Rural",NA,NA,"agree",1,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"1004","Vanuatu",50920,"Female",22,"Other","Yr 9","self employed","self-employed","Ni-Vanuatu",NA,"Malekula",NA,NA,NA,"Christian",NA,"Praise and worship","Rural",NA,NA,"agree",1,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","1"
"1005","Vanuatu",50923,"Male",37,"Other","Yr 12","Construction","Mom: care giver, Dad: Carpenter","Ni-Vanuatu",NA,"Epi",NA,NA,NA,"Christian",NA,"Presbyerian","Rural",NA,NA,"strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"1006","Vanuatu",50924,"Female",22,"Other","Yr 10","Self-employed","gardener","Ni-Vanuatu",NA,"Tanna",NA,NA,NA,"Christian",NA,"Apostolic","Rural",NA,NA,"disagree",-1,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","1"
"1007","Vanuatu",50927,"Male",40,"Other","Yr 13","Driver","Dad: Driver","Ni-Vanuatu",NA,"Ambrym",NA,NA,NA,"Christian",NA,"Presbyterian","Urban",-1,"a little poorer","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"1008","Vanuatu",50928,"Female",21,"Other","Yr 11","self-employed","Farmer","Ni-Vanuatu",NA,"Malo",NA,NA,NA,"Christian",NA,"Praise and Worship","Rural",NA,NA,"strongly agree",2,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","1"
"1009","Vanuatu",50931,"Male",24,"Other","Yr 10","Car wash","Mom: housekeeping, Dad: chef","Ni-Vanuatu",NA,"Pamma",NA,NA,NA,"Christian",NA,"Presbyterian","Rural",1,"a little richer","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"1010","Vanuatu",50932,"Male",20,"Other","Yr 11","Self-employed","Mom: Finance, Dad: Police","Ni-Vanuatu",NA,"Malekula/unpiv",NA,NA,NA,"Christian",NA,"SDA","Urban",NA,NA,"strongly agree",2,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
